f-0     (initial-fact)
f-1306  (robot 1 5 3 farolas far 3 5 2 far 5 5 2 prof 15)
f-1307  (robot 3 1 3 farolas far 3 5 2 far 5 5 2 prof 15)
f-1308  (robot 4 2 3 farolas far 3 5 2 far 5 5 2 prof 15)
f-1309  (robot 5 3 3 farolas far 3 5 2 far 5 5 2 prof 15)
f-1310  (robot 4 4 3 farolas far 3 5 2 far 5 5 2 prof 15)
f-1311  (robot 3 4 1 farolas far 5 5 2 prof 15)
f-1312  (robot 2 5 1 farolas far 5 5 2 prof 15)
f-1313  (robot 1 2 3 farolas far 3 5 2 far 5 5 2 prof 15)
f-1314  (robot 1 4 3 farolas far 3 5 2 far 5 5 2 prof 15)
f-1315  (robot 2 1 3 farolas far 3 5 2 far 5 5 2 prof 15)
f-1316  (robot 3 2 3 farolas far 3 5 2 far 5 5 2 prof 15)
f-1317  (robot 4 3 3 farolas far 3 5 2 far 5 5 2 prof 15)
f-1318  (robot 3 4 3 farolas far 3 5 2 far 5 5 2 prof 15)
f-1319  (robot 2 5 3 farolas far 3 5 2 far 5 5 2 prof 15)
f-1320  (robot 1 1 2 farolas far 3 5 2 far 5 5 2 prof 15)
f-1321  (robot 1 5 2 farolas far 3 5 2 far 5 5 2 prof 15)
f-1322  (robot 3 1 2 farolas far 3 5 2 far 5 5 2 prof 15)
f-1323  (robot 4 2 2 farolas far 3 5 2 far 5 5 2 prof 15)
f-1324  (robot 5 3 2 farolas far 3 5 2 far 5 5 2 prof 15)
f-1325  (robot 4 4 2 farolas far 3 5 2 far 5 5 2 prof 15)
f-1326  (robot 3 4 0 farolas far 5 5 2 prof 15)
f-1327  (robot 2 5 0 farolas far 5 5 2 prof 15)
f-1328  (robot 1 2 2 farolas far 3 5 2 far 5 5 2 prof 15)
f-1329  (robot 1 4 2 farolas far 3 5 2 far 5 5 2 prof 15)
f-1330  (robot 2 1 2 farolas far 3 5 2 far 5 5 2 prof 15)
f-1331  (robot 3 2 2 farolas far 3 5 2 far 5 5 2 prof 15)
f-1332  (robot 4 3 2 farolas far 3 5 2 far 5 5 2 prof 15)
f-1333  (robot 3 4 2 farolas far 3 5 2 far 5 5 2 prof 15)
f-1334  (robot 2 5 2 farolas far 3 5 2 far 5 5 2 prof 15)
f-1335  (robot 1 1 1 farolas far 3 5 2 far 5 5 2 prof 15)
f-1336  (robot 1 5 1 farolas far 3 5 2 far 5 5 2 prof 15)
f-1337  (robot 3 1 1 farolas far 3 5 2 far 5 5 2 prof 15)
f-1338  (robot 4 2 1 farolas far 3 5 2 far 5 5 2 prof 15)
f-1339  (robot 5 3 1 farolas far 3 5 2 far 5 5 2 prof 15)
f-1340  (robot 4 4 1 farolas far 3 5 2 far 5 5 2 prof 15)
f-1341  (robot 5 1 3 farolas far 4 3 3 far 5 5 2 prof 15)
f-1342  (robot 3 2 0 farolas far 5 5 2 prof 15)
f-1343  (robot 4 1 0 farolas far 5 5 2 prof 15)
f-1344  (robot 4 3 0 farolas far 5 5 2 prof 15)
f-1345  (robot 5 4 0 farolas far 5 5 2 prof 15)
f-1346  (robot 4 5 0 farolas far 5 5 2 prof 15)
f-1347  (robot 5 4 1 farolas far 4 3 3 prof 15)
f-1348  (robot 5 3 3 farolas far 4 3 3 far 5 5 2 prof 15)
f-1349  (robot 4 5 1 farolas far 4 3 3 prof 15)
f-1350  (robot 4 1 3 farolas far 4 3 3 far 5 5 2 prof 15)
f-1351  (robot 4 2 0 farolas far 5 5 2 prof 15)
f-1352  (robot 4 4 0 farolas far 5 5 2 prof 15)
f-1353  (robot 5 4 3 farolas far 4 3 3 far 5 5 2 prof 15)
f-1354  (robot 4 5 3 farolas far 4 3 3 far 5 5 2 prof 15)
f-1355  (robot 5 1 2 farolas far 4 3 3 far 5 5 2 prof 15)
f-1356  (robot 5 4 0 farolas far 4 3 3 prof 15)
f-1357  (robot 5 3 2 farolas far 4 3 3 far 5 5 2 prof 15)
f-1358  (robot 4 5 0 farolas far 4 3 3 prof 15)
f-1359  (robot 1 2 1 farolas far 3 5 2 far 4 3 3 prof 15)
f-1360  (robot 1 3 3 farolas far 3 5 2 far 4 3 3 prof 15)
f-1361  (robot 2 2 3 farolas far 3 5 2 far 4 3 3 prof 15)
f-1362  (robot 2 4 3 farolas far 3 5 2 far 4 3 3 prof 15)
f-1363  (robot 2 3 3 farolas far 3 5 2 far 4 3 3 prof 15)
f-1364  (robot 1 3 2 farolas far 3 5 2 far 4 3 3 prof 15)
f-1365  (robot 2 2 2 farolas far 3 5 2 far 4 3 3 prof 15)
f-1366  (robot 2 4 2 farolas far 3 5 2 far 4 3 3 prof 15)
f-1367  (robot 2 1 1 farolas far 3 5 2 far 4 3 3 prof 15)
f-1368  (robot 3 2 1 farolas far 3 5 2 far 4 3 3 prof 15)
f-1369  (robot 1 2 1 farolas far 3 5 2 far 5 5 2 prof 15)
f-1370  (robot 1 4 1 farolas far 3 5 2 far 5 5 2 prof 15)
f-1371  (robot 2 1 1 farolas far 3 5 2 far 5 5 2 prof 15)
f-1372  (robot 3 2 1 farolas far 3 5 2 far 5 5 2 prof 15)
f-1373  (robot 4 3 1 farolas far 3 5 2 far 5 5 2 prof 15)
f-1374  (robot 3 4 1 farolas far 3 5 2 far 5 5 2 prof 15)
f-1375  (robot 2 5 1 farolas far 3 5 2 far 5 5 2 prof 15)
f-1376  (robot 4 1 2 farolas far 4 3 3 far 5 5 2 prof 15)
f-1377  (robot 5 4 2 farolas far 4 3 3 far 5 5 2 prof 15)
f-1378  (robot 4 5 2 farolas far 4 3 3 far 5 5 2 prof 15)
f-1379  (robot 5 1 1 farolas far 4 3 3 far 5 5 2 prof 15)
f-1380  (robot 1 3 1 farolas far 3 5 2 far 4 3 3 prof 15)
f-1381  (robot 1 5 1 farolas far 3 5 2 far 4 3 3 prof 15)
f-1382  (robot 2 3 2 farolas far 3 5 2 far 4 3 3 prof 15)
f-1383  (robot 2 2 1 farolas far 3 5 2 far 4 3 3 prof 15)
f-1384  (robot 1 2 0 farolas far 3 5 2 far 4 3 3 prof 15)
f-1385  (robot 2 1 0 farolas far 3 5 2 far 4 3 3 prof 15)
f-1386  (robot 3 2 0 farolas far 3 5 2 far 4 3 3 prof 15)
f-1387  (robot 5 1 0 farolas far 4 3 3 far 5 5 2 prof 15)
f-1388  (robot 1 3 0 farolas far 3 5 2 far 4 3 3 prof 15)
f-1389  (robot 1 5 0 farolas far 3 5 2 far 4 3 3 prof 15)
f-1390  (robot 2 2 0 farolas far 3 5 2 far 4 3 3 prof 15)
f-1391  (robot 1 1 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1392  (robot 3 1 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1393  (robot 2 2 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1394  (robot 1 3 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1395  (robot 5 1 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1396  (robot 4 2 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1397  (robot 2 3 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1398  (robot 2 3 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1399  (robot 2 3 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1400  (robot 2 4 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1401  (robot 1 5 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1402  (robot 1 2 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1403  (robot 1 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1404  (robot 2 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1405  (robot 3 2 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1406  (robot 3 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1407  (robot 2 5 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1408  (robot 1 3 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1409  (robot 2 2 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1410  (robot 2 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1411  (robot 1 2 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1412  (robot 1 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1413  (robot 2 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1414  (robot 3 2 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1415  (robot 3 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1416  (robot 2 5 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1417  (robot 1 3 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1418  (robot 2 2 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1419  (robot 2 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1420  (robot 1 2 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1421  (robot 1 4 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1422  (robot 2 1 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1423  (robot 3 2 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1424  (robot 3 4 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1425  (robot 2 5 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1426  (robot 4 4 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1427  (robot 4 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1428  (robot 4 2 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1429  (robot 2 4 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1430  (robot 4 4 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1431  (robot 3 5 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1432  (robot 4 4 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1433  (robot 5 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1434  (robot 4 5 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1435  (robot 1 5 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1436  (robot 1 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1437  (robot 1 5 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1438  (robot 3 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1439  (robot 4 2 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1440  (robot 3 4 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1441  (robot 4 4 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1442  (robot 2 5 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1443  (robot 4 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1444  (robot 2 4 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1445  (robot 4 4 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1446  (robot 3 5 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1447  (robot 5 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1448  (robot 4 5 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1449  (robot 1 5 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1450  (robot 1 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1451  (robot 1 5 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1452  (robot 3 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1453  (robot 4 2 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1454  (robot 3 4 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1455  (robot 4 4 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1456  (robot 2 5 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1457  (robot 4 1 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1458  (robot 5 4 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1459  (robot 4 5 1 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1460  (robot 5 3 0 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1461  (robot 2 2 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1462  (robot 3 1 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1463  (robot 3 3 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1464  (robot 5 1 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1465  (robot 5 3 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1466  (robot 1 3 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1467  (robot 2 3 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1468  (robot 2 3 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1469  (robot 2 2 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1470  (robot 5 3 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1471  (robot 2 4 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1472  (robot 4 4 1 farolas far 3 5 2 far 4 3 3 prof 16)
f-1473  (robot 5 3 1 farolas far 3 5 2 far 4 3 3 prof 16)
f-1474  (robot 5 5 1 farolas far 3 5 2 far 4 3 3 prof 16)
f-1475  (robot 5 1 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1476  (robot 3 2 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1477  (robot 4 1 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1478  (robot 4 3 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1479  (robot 1 4 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1480  (robot 2 3 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1481  (robot 5 4 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1482  (robot 4 5 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1483  (robot 3 4 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1484  (robot 5 4 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1485  (robot 4 5 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1486  (robot 5 4 1 farolas far 3 5 2 far 4 3 3 prof 16)
f-1487  (robot 5 3 3 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1488  (robot 4 5 1 farolas far 3 5 2 far 4 3 3 prof 16)
f-1489  (robot 1 3 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1490  (robot 2 2 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1491  (robot 5 3 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1492  (robot 4 4 0 farolas far 3 5 2 far 4 3 3 prof 16)
f-1493  (robot 5 3 0 farolas far 3 5 2 far 4 3 3 prof 16)
f-1494  (robot 5 5 0 farolas far 3 5 2 far 4 3 3 prof 16)
f-1495  (robot 5 1 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1496  (robot 1 4 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1497  (robot 2 3 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1498  (robot 5 4 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1499  (robot 4 5 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1500  (robot 5 4 0 farolas far 3 5 2 far 4 3 3 prof 16)
f-1501  (robot 5 3 2 farolas far 3 5 2 far 4 3 3 far 5 5 2 prof 16)
f-1502  (robot 4 5 0 farolas far 3 5 2 far 4 3 3 prof 16)
f-1503  (robot 1 1 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1504  (robot 1 3 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1505  (robot 2 3 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1506  (robot 2 3 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1507  (robot 2 3 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1508  (robot 1 1 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1509  (robot 1 2 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1510  (robot 1 4 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1511  (robot 2 1 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1512  (robot 3 2 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1513  (robot 3 4 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1514  (robot 2 5 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1515  (robot 1 3 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1516  (robot 2 2 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1517  (robot 2 4 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1518  (robot 1 2 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1519  (robot 1 4 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1520  (robot 2 1 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1521  (robot 3 2 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1522  (robot 3 4 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1523  (robot 2 5 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1524  (robot 3 1 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1525  (robot 4 2 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1526  (robot 1 5 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1527  (robot 2 4 1 farolas far 3 5 2 far 4 3 3 prof 16)
f-1528  (robot 1 2 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1529  (robot 2 1 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1530  (robot 2 3 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1531  (robot 1 2 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1532  (robot 1 3 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1533  (robot 2 2 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1534  (robot 2 4 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1535  (robot 2 1 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1536  (robot 3 2 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1537  (robot 1 4 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1538  (robot 2 5 0 farolas far 3 5 2 far 5 5 2 prof 16)
f-1539  (robot 3 4 1 farolas far 3 5 2 far 4 3 3 prof 16)
f-1540  (robot 1 1 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1541  (robot 3 1 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1542  (robot 4 2 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1543  (robot 2 4 0 farolas far 3 5 2 far 4 3 3 prof 16)
f-1544  (robot 1 2 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1545  (robot 2 1 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1546  (robot 3 2 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1547  (robot 3 4 0 farolas far 3 5 2 far 4 3 3 prof 16)
f-1548  (robot 1 2 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1549  (robot 1 4 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1550  (robot 2 1 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1551  (robot 3 2 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1552  (robot 4 3 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1553  (robot 3 4 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1554  (robot 2 5 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1555  (robot 1 3 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1556  (robot 2 2 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1557  (robot 3 3 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1558  (robot 2 4 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1559  (robot 1 2 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1560  (robot 1 4 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1561  (robot 2 1 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1562  (robot 3 2 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1563  (robot 4 3 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1564  (robot 3 4 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1565  (robot 2 5 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1566  (robot 1 3 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1567  (robot 2 2 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1568  (robot 3 3 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1569  (robot 2 4 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1570  (robot 1 2 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1571  (robot 1 4 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1572  (robot 2 1 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1573  (robot 3 2 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1574  (robot 4 3 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1575  (robot 3 4 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1576  (robot 2 5 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1577  (robot 4 1 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1578  (robot 4 2 0 farolas far 5 5 2 prof 16)
f-1579  (robot 4 4 0 farolas far 5 5 2 prof 16)
f-1580  (robot 5 4 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1581  (robot 4 5 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1582  (robot 1 1 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1583  (robot 1 5 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1584  (robot 3 1 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1585  (robot 4 2 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1586  (robot 4 4 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1587  (robot 3 5 3 farolas far 4 3 3 far 5 5 2 prof 16)
f-1588  (robot 4 1 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1589  (robot 5 4 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1590  (robot 4 5 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1591  (robot 5 1 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1592  (robot 1 3 1 farolas far 3 5 2 far 4 3 3 prof 16)
f-1593  (robot 1 5 1 farolas far 3 5 2 far 4 3 3 prof 16)
f-1594  (robot 2 3 3 farolas far 3 5 2 far 4 3 3 prof 16)
f-1595  (robot 2 3 2 farolas far 3 5 2 far 4 3 3 prof 16)
f-1596  (robot 2 2 1 farolas far 3 5 2 far 4 3 3 prof 16)
f-1597  (robot 1 3 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1598  (robot 2 2 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1599  (robot 3 3 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1600  (robot 2 4 1 farolas far 3 5 2 far 5 5 2 prof 16)
f-1601  (robot 1 1 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1602  (robot 1 5 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1603  (robot 3 1 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1604  (robot 4 2 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1605  (robot 4 4 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1606  (robot 3 5 2 farolas far 4 3 3 far 5 5 2 prof 16)
f-1607  (robot 4 1 1 farolas far 4 3 3 far 5 5 2 prof 16)
f-1608  (robot 1 4 1 farolas far 3 5 2 far 4 3 3 prof 16)
f-1609  (robot 2 3 1 farolas far 3 5 2 far 4 3 3 prof 16)
f-1610  (robot 2 5 1 farolas far 3 5 2 far 4 3 3 prof 16)
f-1611  (robot 5 1 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1612  (robot 1 3 0 farolas far 3 5 2 far 4 3 3 prof 16)
f-1613  (robot 1 5 0 farolas far 3 5 2 far 4 3 3 prof 16)
f-1614  (robot 2 2 0 farolas far 3 5 2 far 4 3 3 prof 16)
f-1615  (robot 4 1 0 farolas far 4 3 3 far 5 5 2 prof 16)
f-1616  (robot 1 4 0 farolas far 3 5 2 far 4 3 3 prof 16)
f-1617  (robot 2 3 0 farolas far 3 5 2 far 4 3 3 prof 16)
f-1618  (robot 2 5 0 farolas far 3 5 2 far 4 3 3 prof 16)
f-1619  (robot 4 1 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1620  (robot 5 4 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1621  (robot 4 5 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1622  (robot 2 4 1 farolas far 5 5 2 prof 16)
f-1623  (robot 3 3 1 farolas far 5 5 2 prof 16)
f-1624  (robot 4 4 1 farolas far 5 5 2 prof 16)
f-1625  (robot 3 5 1 farolas far 5 5 2 prof 16)
f-1626  (robot 1 5 1 farolas far 5 5 2 prof 16)
f-1627  (robot 1 1 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1628  (robot 1 5 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1629  (robot 3 1 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1630  (robot 4 2 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1631  (robot 5 3 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1632  (robot 4 4 3 farolas far 3 5 2 far 5 5 2 prof 16)
f-1633  (robot 3 4 1 farolas far 5 5 2 prof 16)
f-1634  (robot 2 5 1 farolas far 5 5 2 prof 16)
f-1635  (robot 4 1 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1636  (robot 5 4 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1637  (robot 4 5 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1638  (robot 2 4 0 farolas far 5 5 2 prof 16)
f-1639  (robot 3 3 0 farolas far 5 5 2 prof 16)
f-1640  (robot 3 5 0 farolas far 5 5 2 prof 16)
f-1641  (robot 1 5 0 farolas far 5 5 2 prof 16)
f-1642  (robot 1 1 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1643  (robot 1 5 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1644  (robot 3 1 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1645  (robot 4 2 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1646  (robot 5 3 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1647  (robot 4 4 2 farolas far 3 5 2 far 5 5 2 prof 16)
f-1648  (robot 3 4 0 farolas far 5 5 2 prof 16)
